id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports
0,0.0,arp,-,INT,1,0,46,0,,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,0,2,1
0,0.0,arp,-,INT,1,0,46,0,,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,0,2,1
0,0.0,arp,-,INT,1,0,46,0,,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,0,2,1
0,0.001093,udp,dns,CON,2,2,132,164,,31,29,483074.0938,600182.9375,0,0,0.018,0.013,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,6,0,2,1,1,1,0,0,0,0,9,0
0,0.001851,udp,-,CON,4,4,528,304,,31,29,1711507.25,985413.3125,0,0,0.471,0.237667,0.656903,0.328339,0,0,0,0,0.0,0.0,0.0,132,76,0,0,8,0,2,1,1,2,0,0,0,0,4,0
0,0.001749,udp,-,CON,4,4,528,304,,31,29,1811320.75,1042881.625,0,0,0.458333,0.203667,0.640403,0.280968,0,0,0,0,0.0,0.0,0.0,132,76,0,0,8,0,3,1,1,2,0,0,0,0,2,0
0,0.001128,udp,dns,CON,2,2,132,164,,31,29,468085.125,581560.3125,0,0,0.017,0.015,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,7,0,2,1,1,1,0,0,0,0,7,0
0,0.005153,udp,-,CON,4,4,568,312,,31,29,661362.3125,363283.5313,0,0,1.348,1.149333,1.890104,1.610554,0,0,0,0,0.0,0.0,0.0,142,78,0,0,8,0,2,2,1,2,0,0,0,0,4,0
0,0.004898,udp,-,CON,4,4,568,312,,31,29,695794.1875,382196.8125,0,0,1.269667,1.103667,1.780739,1.549507,0,0,0,0,0.0,0.0,0.0,142,78,0,0,8,0,3,2,1,2,0,0,0,0,2,0
0,0.001111,udp,dns,CON,2,2,132,164,,31,29,475247.5313,590459.0625,0,0,0.018,0.013,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,5,0,2,1,1,1,0,0,0,0,9,0
0,2.1e-05,udp,-,INT,2,0,728,0,,254,0,138666672.0,0.0,0,0,0.021,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,364,0,0,0,1,2,1,1,1,1,0,0,0,0,1,0
0,0.240139,tcp,http,FIN,12,24,918,25552,,62,252,28050.42188,815794.1875,2,10,21.830818,9.570304,1170.481668,1144.38336,255,1708297952,1939490744,255,0.051475,0.006528,0.044947,77,1065,1,12026,3,1,2,1,1,1,0,0,1,0,2,0
0,2.39039,tcp,http,FIN,14,6,1362,268,,254,252,4233.619141,749.668518,6,1,183.579303,474.259406,18786.7114,941.724938,255,3897219059,2466816006,255,0.066088,0.017959,0.048129,97,45,1,0,5,1,2,1,1,1,0,0,1,0,2,0
0,0.001101,udp,dns,CON,2,2,132,164,,31,29,479564.0313,595822.0,0,0,0.017,0.012,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,7,0,3,1,1,1,0,0,0,0,4,0
0,0.001082,udp,dns,CON,2,2,132,164,,31,29,487985.2188,606284.6875,0,0,0.011,0.009,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,7,0,1,1,1,1,0,0,0,0,6,0
0,0.001122,udp,dns,CON,2,2,132,164,,31,29,470588.2188,584670.1875,0,0,0.018,0.014,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,8,0,1,2,1,1,0,0,0,0,3,0
0,0.001141,udp,dns,CON,2,2,146,178,,31,29,511831.75,624014.0625,0,0,0.017,0.015,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,5,0,1,1,1,1,0,0,0,0,7,0
0,0.001164,udp,dns,CON,2,2,146,178,,31,29,501718.2188,611683.8125,0,0,0.018,0.013,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,3,0,2,1,1,1,0,0,0,0,8,0
0,0.001127,udp,dns,CON,2,2,132,164,,31,29,468500.4688,582076.3125,0,0,0.017,0.015,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,6,0,3,1,1,1,0,0,0,0,4,0
0,0.001073,udp,dns,CON,2,2,132,164,,31,29,492078.2813,611370.0,0,0,0.011,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,6,0,1,1,1,1,0,0,0,0,7,0
0,0.001196,udp,dns,CON,2,2,146,178,,31,29,488294.3125,595317.6875,0,0,0.017,0.015,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,8,0,3,2,1,1,0,0,0,0,4,0
0,0.001101,udp,dns,CON,2,2,132,164,,31,29,479564.0313,595822.0,0,0,0.017,0.013,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,6,0,2,1,1,1,0,0,0,0,8,0
0,0.001058,udp,dns,CON,2,2,146,178,,31,29,551984.875,672967.875,0,0,0.017,0.013,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,6,0,1,2,1,1,0,0,0,0,7,0
0,0.0011,udp,dns,CON,2,2,132,164,,31,29,480000.0,596363.625,0,0,0.018,0.013,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,6,0,3,2,1,1,0,0,0,0,6,0
0,0.001126,udp,dns,CON,2,2,146,178,,31,29,518650.0938,632326.8125,0,0,0.011,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,8,0,1,1,1,1,0,0,0,0,9,0
0,0.001017,udp,dns,CON,2,2,146,178,,31,29,574238.0,700098.375,0,0,0.011,0.012,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,5,0,3,2,1,1,0,0,0,0,6,0
0,0.001094,udp,dns,CON,2,2,132,164,,31,29,482632.5625,599634.375,0,0,0.011,0.009,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,5,0,1,2,1,1,0,0,0,0,8,0
0,0.001092,udp,dns,CON,2,2,132,164,,31,29,483516.4688,600732.5625,0,0,0.017,0.012,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,3,0,3,1,1,1,0,0,0,0,6,0
0,0.001082,udp,dns,CON,2,2,132,164,,31,29,487985.2188,606284.6875,0,0,0.017,0.012,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,7,0,1,1,1,1,0,0,0,0,8,0
0,0.17519,tcp,-,FIN,14,6,8168,268,,254,252,346366.8125,10228.89453,4,1,11.837692,33.287,774.788316,47.765387,255,2505143795,3592239707,255,0.054878,0.008744,0.046134,583,45,0,0,1,1,1,1,1,1,0,0,0,0,1,0
0,0.1906,tcp,http,FIN,10,6,844,268,,254,252,31899.26758,9401.888672,2,1,18.573778,36.845602,996.632407,59.532129,255,3006332195,1452987536,255,0.050675,0.006354,0.044321,84,45,1,0,3,1,1,1,1,1,0,0,1,0,1,0
0,0.001089,udp,dns,CON,2,2,132,164,,31,29,484848.4688,602387.5,0,0,0.011,0.009,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,7,0,1,2,1,1,0,0,0,0,7,0
0,0.001126,udp,dns,CON,2,2,132,164,,31,29,468916.5313,582593.25,0,0,0.017,0.012,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,8,0,3,1,1,1,0,0,0,0,8,0
0,0.001859,udp,-,CON,4,4,528,304,,31,29,1704142.0,981172.6875,0,0,0.475333,0.244,0.662323,0.337295,0,0,0,0,0.0,0.0,0.0,132,76,0,0,5,0,3,1,1,2,0,0,0,0,3,0
0,0.001152,udp,dns,CON,2,2,132,164,,31,29,458333.3125,569444.4375,0,0,0.011,0.009,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,6,0,1,1,1,1,0,0,0,0,4,0
0,0.004996,udp,-,CON,4,4,568,312,,31,29,682145.75,374699.7813,0,0,1.312667,1.137667,1.838719,1.588406,0,0,0,0,0.0,0.0,0.0,142,78,0,0,5,0,3,1,1,2,0,0,0,0,3,0
0,0.001044,udp,dns,CON,2,2,146,178,,31,29,559386.9375,681992.3125,0,0,0.018,0.011,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,7,0,1,2,1,1,0,0,0,0,9,0
0,0.001089,udp,dns,CON,2,2,132,164,,31,29,484848.4688,602387.5,0,0,0.018,0.013,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,7,0,1,1,1,1,0,0,0,0,4,0
0,0.001122,udp,dns,CON,2,2,146,178,,31,29,520499.0938,634581.0625,0,0,0.017,0.012,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,5,0,1,1,1,1,0,0,0,0,7,0
0,0.001201,udp,dns,CON,2,2,130,162,,31,29,432972.5313,539550.375,0,0,0.019,0.016,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,12,0,1,1,1,1,0,0,0,0,3,0
0,0.001079,udp,dns,CON,2,2,132,164,,31,29,489342.0,607970.375,0,0,0.011,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,12,0,1,2,1,1,0,0,0,0,7,0
0,0.001864,udp,-,CON,4,4,528,304,,31,29,1699570.875,978540.75,0,0,0.474333,0.244333,0.661617,0.338476,0,0,0,0,0.0,0.0,0.0,132,76,0,0,8,0,2,1,1,2,0,0,0,0,2,0
0,0.0051,udp,-,CON,4,4,568,312,,31,29,668235.25,367058.8125,0,0,1.332667,1.156667,1.869125,1.620926,0,0,0,0,0.0,0.0,0.0,142,78,0,0,8,0,2,1,1,2,0,0,0,0,2,0
0,0.001123,udp,dns,CON,2,2,132,164,,31,29,470169.1563,584149.5625,0,0,0.012,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,7,0,1,1,1,1,0,0,0,0,6,0
0,0.001112,udp,dns,CON,2,2,132,164,,31,29,474820.1563,589928.0625,0,0,0.018,0.016,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,6,0,1,1,1,1,0,0,0,0,8,0
0,0.001066,udp,dns,CON,2,2,132,164,,31,29,495309.5938,615384.625,0,0,0.011,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,6,0,2,1,1,1,0,0,0,0,9,0
0,0.001108,udp,dns,CON,2,2,130,162,,31,29,469314.0625,584837.5,0,0,0.017,0.012,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,12,0,2,2,1,1,0,0,0,0,9,0
0,0.177449,tcp,http,FIN,10,6,1214,268,,254,252,49276.12891,10098.67578,2,1,19.203667,34.071199,1020.236764,62.002961,255,366102997,2277661750,255,0.05198,0.007076,0.044904,121,45,1,0,5,1,1,1,1,1,0,0,1,0,2,0
0,0.19491,tcp,-,FIN,10,6,844,268,,254,252,31193.88281,9193.986328,2,1,19.932667,37.800801,1071.497007,61.076766,255,257622786,1677629526,255,0.050128,0.005888,0.04424,84,45,0,0,1,1,1,1,1,1,0,0,0,0,1,0
0,0.011205,udp,-,CON,4,4,528,304,,31,29,282730.9375,162784.4688,0,0,0.449333,3.361333,0.625554,4.74233,0,0,0,0,0.0,0.0,0.0,132,76,0,0,8,0,2,1,1,2,0,0,0,0,2,0
0,0.001091,udp,dns,CON,2,2,130,162,,31,29,476626.9375,593950.5,0,0,0.011,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,8,0,3,2,1,1,0,0,0,0,3,0
0,0.001091,udp,dns,CON,2,2,130,162,,31,29,476626.9375,593950.5,0,0,0.011,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,5,0,2,1,1,1,0,0,0,0,9,0
0,0.001135,udp,dns,CON,2,2,132,164,,31,29,465198.2188,577973.5625,0,0,0.011,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,7,0,1,1,1,1,0,0,0,0,8,0
0,0.001105,udp,dns,CON,2,2,132,164,,31,29,477828.0313,593665.125,0,0,0.011,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,7,0,2,1,1,1,0,0,0,0,8,0
0,0.001087,udp,dns,CON,2,2,146,178,,31,29,537258.5,655013.8125,0,0,0.011,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,8,0,2,2,1,1,0,0,0,0,8,0
0,0.040337,udp,-,CON,4,4,568,312,,31,29,84488.1875,46409.00391,0,0,8.349667,12.905,11.786999,18.234869,0,0,0,0,0.0,0.0,0.0,142,78,0,0,8,0,2,1,1,2,0,0,0,0,2,0
0,0.0314,udp,-,CON,4,4,520,304,,31,29,99363.0625,58089.17578,0,0,5.437333,7.331333,7.678237,10.358879,0,0,0,0,0.0,0.0,0.0,130,76,0,0,2,0,3,1,1,2,0,0,0,0,2,0
0,0.060192,udp,-,CON,4,4,568,304,,31,29,56618.82031,30303.0293,0,0,15.011,19.576334,21.212496,27.670975,0,0,0,0,0.0,0.0,0.0,142,76,0,0,2,0,3,1,1,2,0,0,0,0,2,0
0,0.001044,udp,dns,CON,2,2,130,162,,31,29,498084.2813,620689.625,0,0,0.011,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,6,0,2,1,1,1,0,0,0,0,9,0
0,0.004565,udp,-,CON,4,4,568,304,,31,29,746549.8125,399561.875,0,0,1.225333,1.020667,1.722279,1.432127,0,0,0,0,0.0,0.0,0.0,142,76,0,0,5,0,5,1,1,2,0,0,0,0,4,0
0,0.001118,udp,dns,CON,2,2,132,164,,31,29,472271.9063,586762.0625,0,0,0.012,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,12,0,5,3,2,2,0,0,0,0,8,0
0,0.00112,udp,dns,CON,2,2,132,164,,31,29,471428.5625,585714.25,0,0,0.018,0.016,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,12,0,3,3,1,1,0,0,0,0,9,0
0,0.001118,udp,dns,CON,2,2,132,164,,31,29,472271.9063,586762.0625,0,0,0.012,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,12,0,5,3,2,2,0,0,0,0,8,0
0,0.001775,udp,-,CON,4,4,520,304,,31,29,1757746.5,1027605.625,0,0,0.461667,0.223667,0.645117,0.309251,0,0,0,0,0.0,0.0,0.0,130,76,0,0,5,0,5,1,1,2,0,0,0,0,4,0
0,0.001087,udp,dns,CON,2,2,146,178,,31,29,537258.5,655013.8125,0,0,0.011,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,6,0,3,1,1,1,0,0,0,0,9,0
0,0.001111,udp,dns,CON,2,2,132,164,,31,29,475247.5313,590459.0625,0,0,0.017,0.013,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,6,0,5,1,1,1,0,0,0,0,8,0
0,0.001118,udp,dns,CON,2,2,132,164,,31,29,472271.9063,586762.0625,0,0,0.011,0.009,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,7,0,3,1,1,1,0,0,0,0,9,0
0,0.291485,tcp,http,FIN,10,8,804,948,,62,252,19870.66211,22779.90234,2,2,32.387222,39.581855,1595.821133,57.742824,255,680695067,4039411526,255,0.062967,0.013476,0.049491,80,119,1,72,5,1,1,1,1,1,0,0,1,0,2,0
0,2.59291,tcp,http,FIN,14,6,2082,268,,254,252,5967.041016,691.115356,6,1,198.502841,509.158,17309.57132,1007.28625,255,2619540488,2887663221,255,0.09546,0.047109,0.048351,149,45,1,0,5,1,1,2,1,1,0,0,1,0,2,0
0,0.232939,tcp,http,FIN,10,10,828,4004,,62,252,25620.44141,123774.8906,2,3,25.882111,25.034111,1238.231758,1819.494123,255,1642695991,2571518661,255,0.053678,0.006931,0.046747,83,400,1,1546,1,1,1,1,1,1,0,0,1,0,1,0
0,0.432056,tcp,http,FIN,10,10,838,986,,62,252,13979.66895,16442.3125,2,2,48.006222,42.525668,3335.436995,90.561766,255,3972319434,3549329861,255,0.093643,0.048778,0.044865,84,99,1,49,5,1,1,2,1,1,0,0,1,0,2,0
0,0.00106,udp,dns,CON,2,2,130,162,,31,29,490566.0313,611320.75,0,0,0.018,0.015,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,6,0,2,1,1,1,0,0,0,0,9,0
0,0.001073,udp,dns,CON,2,2,132,164,,31,29,492078.2813,611370.0,0,0,0.011,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,6,0,2,1,1,1,0,0,0,0,9,0
0,0.001176,udp,dns,CON,2,2,132,164,,31,29,448979.5938,557823.125,0,0,0.012,0.009,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,7,0,1,1,1,1,0,0,0,0,7,0
0,0.001214,udp,dns,CON,2,2,146,178,,31,29,481054.3438,586490.9375,0,0,0.018,0.012,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,5,0,1,1,1,1,0,0,0,0,8,0
0,0.001126,udp,dns,CON,2,2,132,164,,31,29,468916.5313,582593.25,0,0,0.011,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,6,0,1,1,1,1,0,0,0,0,4,0
0,0.00108,udp,dns,CON,2,2,146,178,,31,29,540740.75,659259.3125,0,0,0.011,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,12,0,1,1,1,1,0,0,0,0,7,0
0,0.001061,udp,dns,CON,2,2,132,164,,31,29,497643.7188,618284.625,0,0,0.011,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,8,0,1,2,1,1,0,0,0,0,4,0
0,0.00178,udp,-,CON,4,4,520,304,,31,29,1752809.0,1024719.063,0,0,0.461333,0.224333,0.642524,0.310193,0,0,0,0,0.0,0.0,0.0,130,76,0,0,2,0,2,1,1,2,0,0,0,0,4,0
0,0.001125,udp,dns,CON,2,2,146,178,,31,29,519111.125,632888.9375,0,0,0.017,0.013,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,5,0,2,1,1,1,0,0,0,0,9,0
0,0.001064,udp,dns,CON,2,2,132,164,,31,29,496240.625,616541.375,0,0,0.011,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,12,0,1,1,1,1,0,0,0,0,8,0
0,0.001083,udp,dns,CON,2,2,146,178,,31,29,539242.875,657433.0625,0,0,0.011,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,5,0,1,1,1,1,0,0,0,0,7,0
0,0.001128,udp,dns,CON,2,2,132,164,,31,29,468085.125,581560.3125,0,0,0.011,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,7,0,2,1,1,1,0,0,0,0,9,0
0,0.001166,udp,dns,CON,2,2,132,164,,31,29,452830.1875,562607.1875,0,0,0.018,0.013,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,8,0,1,2,1,1,0,0,0,0,6,0
0,0.00468,udp,-,CON,4,4,568,304,,31,29,728205.1875,389743.5938,0,0,1.256667,1.057333,1.760229,1.48045,0,0,0,0,0.0,0.0,0.0,142,76,0,0,2,0,2,1,1,2,0,0,0,0,4,0
0,0.244832,tcp,http,FIN,10,14,876,9446,,62,252,25780.94336,286629.2188,2,5,27.203556,18.206078,1295.366611,1510.194144,255,343078991,3590939569,255,0.052299,0.007492,0.044807,88,675,1,4200,3,1,1,1,1,1,0,0,1,0,1,0
0,0.001069,udp,dns,CON,2,2,130,162,,31,29,486435.9375,606174.0,0,0,0.011,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,12,0,2,2,1,1,0,0,0,0,8,0
0,0.001793,udp,-,CON,4,4,520,304,,31,29,1740100.375,1017289.438,0,0,0.456667,0.227333,0.635925,0.314435,0,0,0,0,0.0,0.0,0.0,130,76,0,0,5,0,2,1,1,1,0,0,0,0,3,0
0,0.001112,udp,dns,CON,2,2,146,178,,31,29,525179.875,640287.8125,0,0,0.011,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,12,0,1,2,1,1,0,0,0,0,9,0
0,0.001141,udp,dns,CON,2,2,146,178,,31,29,511831.75,624014.0625,0,0,0.019,0.013,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,5,0,1,1,1,1,0,0,0,0,4,0
0,0.004906,udp,-,CON,4,4,568,304,,31,29,694659.5625,371789.625,0,0,1.334,1.101667,1.873127,1.546678,0,0,0,0,0.0,0.0,0.0,142,76,0,0,3,0,1,1,1,1,0,0,0,0,3,0
0,0.001256,udp,dns,CON,2,2,132,164,,31,29,420382.1563,522293.0,0,0,0.012,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,12,0,1,1,1,1,0,0,0,0,13,0
0,0.001185,udp,dns,CON,2,2,130,162,,31,29,438818.5938,546835.5,0,0,0.012,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,8,0,1,1,1,1,0,0,0,0,6,0
0,0.001055,udp,dns,CON,2,2,146,178,,31,29,553554.5,674881.5,0,0,0.011,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,10,0,2,3,1,2,0,0,0,0,6,0
0,0.004837,udp,-,CON,4,4,568,312,,31,29,704569.0,387016.75,0,0,1.248333,1.078333,1.751976,1.51368,0,0,0,0,0.0,0.0,0.0,142,78,0,0,2,0,2,1,1,2,0,0,0,0,4,0
0,0.001095,udp,dns,CON,2,2,130,162,,31,29,474885.875,591780.875,0,0,0.011,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,12,0,1,1,1,1,0,0,0,0,3,0
0,0.001735,udp,-,CON,4,4,528,304,,31,29,1825936.5,1051296.75,0,0,0.454,0.216667,0.632862,0.298641,0,0,0,0,0.0,0.0,0.0,132,76,0,0,2,0,2,1,1,2,0,0,0,0,4,0
0,0.001067,udp,dns,CON,2,2,132,164,,31,29,494845.375,614807.875,0,0,0.012,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,10,0,2,3,1,2,0,0,0,0,6,0
0,0.001185,udp,dns,CON,2,2,130,162,,31,29,438818.5938,546835.5,0,0,0.011,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,10,0,1,3,1,1,0,0,0,0,13,0
0,0.249003,tcp,http,FIN,10,8,744,1306,,62,252,21525.8457,36722.44922,2,2,27.667,32.583285,1455.885435,57.564633,255,3245068703,177825371,255,0.055891,0.010954,0.044937,74,163,1,255,3,1,1,1,1,1,0,0,1,0,2,0
0,1.7e-05,udp,-,INT,2,0,168,0,,254,0,39529412.0,0.0,0,0,0.017,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,1,1,1,1,0,0,0,0,1,0
0,0.513537,tcp,http,FIN,10,10,776,1284,,62,252,10889.18652,18008.43945,2,2,57.059667,51.235,3669.106673,100.935828,255,1805425761,2068578368,255,0.116633,0.051721,0.064912,78,128,1,196,3,1,1,1,1,1,0,0,1,0,2,0
0,0.001023,udp,dns,CON,2,2,130,162,,31,29,508308.9063,633431.0625,0,0,0.011,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,8,0,2,1,1,1,0,0,0,0,13,0
0,0.0011,udp,dns,CON,2,2,132,164,,31,29,480000.0,596363.625,0,0,0.011,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,12,0,1,2,1,1,0,0,0,0,6,0
0,0.001109,udp,dns,CON,2,2,130,162,,31,29,468890.9063,584310.1875,0,0,0.011,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,12,0,1,2,1,1,0,0,0,0,6,0
0,0.001135,udp,dns,CON,2,2,132,164,,31,29,465198.2188,577973.5625,0,0,0.011,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,9,0,1,2,1,1,0,0,0,0,7,0
0,0.001094,udp,dns,CON,2,2,130,162,,31,29,475319.9375,592321.8125,0,0,0.01,0.009,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,8,0,2,1,1,1,0,0,0,0,13,0
0,0.001107,udp,dns,CON,2,2,146,178,,31,29,527551.9375,643179.75,0,0,0.011,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,9,0,1,2,1,1,0,0,0,0,4,0
